client_id,risk_score
13954121822394182928,67
1046269558017574886,89
15383054133076291052,94
4535102489658215546,76
17265306184121937129,79
669046492054192249,89
5806492385610922159,57
873228609545087650,88
7722822414801603402,70
14892060310529596967,85
532750019210277405,70
1118005734575647214,65
11225962568097146720,91
844687749538430972,22
14022809155398591607,23
1457644076560694212,32
8860260151073240432,88
15516715452274184599,45
16174261949933920963,61
7595369466165424481,82
7650731742875847933,88
8633861419189561252,94
2617413752021611261,84
9093876811190757193,68
17585889828677210503,33
8519280592505162314,24
238128729014150877,66
1431032059959046244,52
5655162200047264815,93
10726340307203894665,28
14981619954015063966,55
8832650022031086293,91
10414748999813963092,65
12896228125705572078,94
18328305436314652399,89
2918982337640617819,80
13984685591600629930,71
13234708144965201388,54
4144342569857227366,32
1252352983076980536,93
10520830248952494746,72
1603366024088371384,32
1605998922745276042,77
1805107777629879439,33
7335131596859946579,55
7523616637164203824,90
14955917408450809130,39
15345889386032038525,26
14789288127771780973,36
6009414965942001356,58
16171585047143551207,56
17183015795650790208,55
17365309584264823012,47
14196694204117931116,45
9627954057899484490,61
9316990525900103916,88
17719560784965590276,68
2058036473497334345,81
13047716996697357084,54
12716092230569221429,76
1944315885667425835,33
5854302490711752492,39
14109447151999479128,63
14447583632764754987,76
15526633113276717352,74
15008510821422834109,51
360645325028134864,72
8357435241625818403,42
14587270314422990406,53
17682765687086264477,95
13966347023301422529,39
16390608515059862438,58
3666717652663617399,77
10671436459370450302,43
2622826632235252528,84
12892087055448376172,37
8254975828671010565,60
12701711076426827693,78
10669127725008421948,39
8776969418231702818,43
16044543653036866437,79
18143271213458160145,22
399885817066309291,81
8487173942873370752,51
9961992650246506253,58
4860074525351234702,24
17048234561085726895,90
9392277513656913807,84
6395624764909879806,70
16968273259526094978,73
17372657176788073408,79
12498713170832065748,67
14547097659542007290,38
18195664805082686302,83
17953508339135856508,38
10164295572508986635,51
6679466028983745111,39
5298380291312540932,53
14657500082309405116,50
3217918230687213154,85
9576195075335013828,72
6786277782284279526,66
17934653507701998667,87
3956939139822708545,58
2640771849293918657,31
6716233372207943857,44
15383276582656770059,70
15330942011489309909,21
2330281038582200587,39
11409102692319403733,84
15918009757689069276,22
15086414884459329933,64
5278362381216609927,73
3122375177508940771,41
2735453425885275656,57
16979434166903818852,42
901478940747573696,71
17823720137915093180,89
3844361698483382856,91
16274257643962668956,57
967105301125119583,28
8648557145614607130,92
12777231640732437084,57
4629721309310552994,69
14224647349112417713,71
13743031719449164406,31
1289709619644481353,65
16623298505391602316,69
15593567474415147825,93
3881724701804395179,42
9787371257669500080,35
689602223017686803,87
14956516708214251450,78
11127722977765497212,80
19484653161593554,20
16557211490289752791,29
4383224363422637151,32
9053239407008830732,25
6067773394829887097,39
8552599084854695665,91
5652794184760327006,45
11951462701714488763,59
13669532488931513194,25
293977902029250437,89
12135180391492376706,23
7701558015751861327,84
148197170241340706,86
17024026954226173665,49
12801454858415247938,77
6289894540228916873,22
4344541311824713846,28
3969435994057279296,75
10589667851902634910,80
10915008320606063074,34
14689100419108880586,94
6950470047112775367,51
12583184776487469714,52
11460314462893455790,28
2128885493311557922,21
13613389753378796551,89
12899035567071145277,83
7433548740257949373,63
17316470171904166781,26
12206048777321267089,35
9152532767928684216,20
11306006399400518655,65
1171910607773689851,63
11802232669875726624,89
1528256709981707318,49
7084565754349727306,46
1834924827375793152,47
11312204336013279028,63
3129488041027588752,44
972003924483299812,83
1664957162150852801,50
15764902659264016471,23
14347351419801732050,93
10442558014060376805,25
13759556698200335884,67
1729949842427052308,63
16499559445723113417,51
15703380171820701981,79
15436539480005504710,34
6816114707188496889,94
9175683850727119063,55
14323211486401323328,34
16113255440810648571,31
1602390362410533636,63
1902961074855425560,25
8274054197108343845,89
12117431532151515810,56
9852641690566113850,82
11690098973787242188,87
8027339323571039880,54
3458009169870263402,57
14463628448054100610,52
7629109105774896298,89
8871485341576575648,34
9716879974183546848,43
13089323609172419235,56
1565430733084620097,73
15931836777057754241,56
2432478404700924936,42
8343711188613436892,90
16935156981660796736,76
16690482978836956265,92
13032432665082239029,92
4669727050510439472,26
