client_id,risk_score
13885138825416145699,35
14489671490230544014,79
4116345332476442369,30
5031320919155406317,58
16040881505850770302,95
9433834042283287470,81
5098678046677439822,71
5444736743024847790,76
17135464284378414423,35
6100146046073575483,68
5186602577191228408,85
14542641176571447547,48
9484064506973142134,34
4100288535502681661,79
5125025551518297976,20
1367852862750042255,92
13943602856003855790,82
11458852796619062028,56
368247212760529582,44
16659102442389097100,89
6147912046148018857,29
14191799927163366277,95
16744351110026814069,31
8399081498964496792,62
2495412565483944626,60
14722319416021603026,67
5230329483094661554,47
13721851020950335548,32
14708178066218936206,47
4224581705714111062,95
6736520168163891127,36
2257395741783500660,60
16529426616795515889,27
2722250068904800536,89
14913510233040830102,34
88108132862199997,22
9283106096049073761,70
18235082552599808548,47
5480549176082615809,53
6153446003332833196,33
17651703728759920919,71
4537967197542541029,44
7153845250068905141,68
9789343290400668951,48
1916911821742736643,49
10271884153968315299,39
6359593617347298245,55
11316285016501709609,29
2807018997498076260,42
9714470888987353930,86
17096255180495486840,65
5509125094815988443,28
9403303871636892200,76
609843692323319402,90
5874669497856135242,70
12008966683439896402,20
16081939030947584153,85
12445527202819015107,38
1709331550936062664,77
15958977602877681385,27
477510572506374295,95
5261967137551983293,26
17523043799859163680,29
4243747766921342289,56
1308897587696304454,37
5047651349079077201,87
5951109913914609922,36
13636311191739888657,30
2037704203824175872,86
2453497919056257392,78
15627844308478443369,70
14443195122542255041,61
11961797993083133165,69
2352819741546344392,72
7852114869002737147,85
13722390926771398598,58
8748794600613602960,49
17741136222161513015,84
4253747181674053349,47
14445468806463319534,85
17257478916911643734,76
13168883681391631560,52
1365964600157227171,90
15330879644774684841,79
9637746416123343605,95
17308378594788025811,45
2801037410631761536,43
6771450399740228441,63
17242112845292326234,87
1209632431469317554,88
18333219735306258046,38
9280716323705400371,93
6922587411007763121,45
15513252659841451416,38
8868579300138480968,55
3384094387148490257,34
6752979587442889897,34
11839971375266274916,25
8023039090140796492,79
2225535123529630523,27
9047250161449213676,93
128801756854324440,83
14238231866408606519,61
1588472263025815335,44
